inter_in,inter_out,streetcode,L
154,376,3216,3
404,409,3217,4
41,250,3218,8
120,78,3219,7
34,533,3220,5
533,232,3221,8
461,534,3222,3
534,1,3223,6
354,66,3224,7
300,485,3225,5
436,94,3226,10
519,535,3227,9
535,485,3228,1
195,262,3229,7
0,134,3230,6
238,510,3231,1
85,536,3232,3
536,452,3233,4
187,248,3234,7
531,461,3235,9
293,537,3236,9
537,187,3237,7
290,31,3238,9
210,317,3239,9
491,221,3240,7
17,538,3241,1
538,46,3242,2
4,539,3243,6
539,1,3244,8
205,540,3245,9
540,191,3246,2
505,510,3247,3
161,495,3248,6
466,150,3249,4
207,246,3250,7
398,94,3251,8
186,541,3252,1
541,186,3253,1
420,143,3254,3
191,47,3255,7
65,76,3256,2
493,172,3257,10
338,525,3258,7
24,31,3259,1
273,258,3260,8
350,433,3261,9
168,74,3262,9
249,499,3263,2
457,408,3264,1
222,130,3265,5
185,400,3266,7
462,355,3267,3
238,373,3268,2
346,186,3269,7
515,298,3270,3
469,255,3271,3
500,9,3272,2
334,497,3273,10
185,213,3274,10
296,542,3275,4
542,278,3276,9
444,164,3277,4
3,84,3278,10
5,186,3279,7
43,88,3280,3
269,342,3281,7
116,313,3282,10
199,330,3283,7
34,476,3284,9
178,223,3285,8
424,175,3286,3
402,129,3287,8
160,188,3288,6
195,390,3289,7
262,272,3290,4
195,543,3291,8
543,124,3292,2
125,375,3293,7
363,182,3294,9
373,261,3295,8
281,307,3296,4
305,364,3297,7
128,139,3298,9
413,83,3299,8
474,237,3300,8
335,75,3301,6
45,337,3302,6
303,319,3303,10
37,471,3304,5
159,494,3305,4
469,8,3306,9
133,158,3307,6
541,410,3308,10
157,544,3309,1
544,132,3310,1
494,284,3311,8
401,526,3312,5
315,61,3313,6
537,155,3314,9
429,472,3315,9
189,193,3316,1
30,297,3317,7
199,410,3318,5
7,545,3319,5
545,90,3320,5
236,461,3321,6
366,269,3322,6
91,289,3323,9
440,69,3324,9
176,546,3325,6
546,214,3326,7
240,414,3327,7
137,158,3328,5
97,289,3329,4
219,510,3330,8
222,30,3331,3
483,476,3332,9
127,547,3333,5
547,18,3334,4
529,149,3335,4
331,27,3336,3
340,14,3337,5
207,243,3338,1
251,306,3339,8
351,322,3340,9
495,394,3341,4
23,197,3342,9
89,236,3343,2
261,219,3344,3
351,500,3345,3
345,244,3346,9
276,402,3347,6
135,520,3348,9
255,548,3349,4
548,269,3350,8
500,1,3351,10
134,217,3352,4
5,63,3353,6
1,549,3354,5
549,494,3355,5
289,61,3356,9
356,68,3357,2
525,427,3358,9
35,550,3359,7
550,408,3360,7
525,283,3361,9
301,551,3362,5
551,36,3363,3
341,368,3364,7
6,245,3365,9
195,205,3366,6
204,187,3367,2
106,478,3368,6
139,552,3369,6
552,279,3370,1
453,553,3371,4
553,463,3372,6
319,459,3373,8
159,82,3374,7
529,362,3375,9
539,151,3376,5
167,138,3377,9
435,43,3378,5
478,117,3379,4
67,42,3380,7
438,205,3381,10
120,310,3382,4
147,183,3383,9
479,248,3384,8
169,554,3385,1
554,540,3386,6
204,77,3387,8
224,157,3388,3
438,555,3389,7
555,234,3390,6
420,327,3391,6
274,210,3392,10
182,510,3393,10
301,245,3394,8
138,414,3395,6
373,307,3396,4
475,16,3397,1
74,327,3398,10
450,133,3399,2
498,549,3400,5
113,504,3401,9
220,556,3402,8
556,366,3403,5
425,537,3404,3
455,508,3405,9
218,371,3406,10
478,557,3407,5
557,401,3408,3
59,81,3409,8
261,558,3410,9
558,457,3411,2
432,268,3412,9
353,559,3413,6
559,197,3414,4
165,499,3415,7
401,52,3416,6
50,65,3417,5
245,460,3418,2
239,215,3419,2
470,281,3420,9
108,390,3421,7
550,537,3422,3
284,560,3423,6
560,275,3424,3
474,525,3425,9
338,71,3426,7
267,87,3427,9
453,450,3428,8
451,480,3429,7
273,561,3430,3
561,446,3431,3
346,500,3432,6
250,427,3433,3
114,112,3434,2
2,362,3435,10
512,120,3436,10
383,21,3437,3
502,198,3438,6
372,200,3439,8
263,260,3440,7
45,249,3441,1
468,265,3442,2
364,290,3443,8
46,562,3444,3
562,39,3445,6
165,229,3446,10
288,551,3447,7
348,479,3448,2
389,563,3449,5
563,165,3450,9
449,30,3451,10
476,308,3452,9
152,205,3453,1
324,550,3454,3
296,528,3455,8
226,271,3456,5
487,185,3457,9
271,12,3458,1
91,4,3459,8
156,564,3460,1
564,148,3461,6
275,499,3462,1
42,172,3463,4
330,282,3464,7
345,565,3465,10
565,134,3466,2
232,184,3467,4
435,530,3468,6
334,566,3469,10
566,251,3470,4
429,97,3471,3
112,54,3472,3
63,440,3473,6
487,64,3474,9
26,34,3475,5
446,512,3476,5
408,513,3477,3
317,567,3478,6
567,239,3479,7
400,16,3480,1
359,76,3481,3
179,142,3482,5
432,256,3483,9
354,192,3484,7
555,411,3485,6
452,568,3486,5
568,292,3487,3
135,30,3488,6
106,79,3489,3
166,75,3490,4
467,569,3491,6
569,339,3492,8
158,570,3493,4
570,179,3494,3
88,514,3495,2
174,422,3496,6
541,571,3497,9
571,344,3498,10
8,382,3499,5
210,572,3500,3
572,266,3501,2
518,548,3502,6
370,92,3503,9
249,573,3504,5
573,80,3505,7
270,299,3506,1
248,428,3507,4
543,481,3508,9
141,117,3509,1
478,91,3510,1
201,328,3511,6
167,299,3512,2
489,168,3513,9
408,430,3514,5
421,127,3515,4
532,93,3516,5
424,472,3517,1
484,21,3518,2
124,407,3519,6
305,135,3520,1
10,82,3521,9
151,325,3522,9
48,574,3523,9
574,495,3524,10
45,39,3525,3
477,86,3526,10
190,231,3527,7
382,574,3528,5
16,336,3529,7
379,575,3530,1
575,378,3531,4
62,499,3532,8
52,57,3533,1
370,210,3534,1
312,548,3535,10
555,544,3536,6
448,142,3537,4
422,501,3538,5
565,525,3539,9
20,406,3540,2
326,531,3541,9
324,177,3542,1
176,379,3543,5
184,563,3544,4
83,298,3545,10
376,500,3546,10
509,267,3547,4
402,456,3548,9
141,411,3549,8
538,16,3550,5
539,198,3551,1
352,311,3552,1
421,527,3553,2
240,125,3554,7
361,414,3555,2
156,100,3556,9
358,100,3557,10
30,576,3558,7
576,25,3559,6
117,311,3560,9
84,62,3561,6
74,191,3562,3
210,577,3563,8
577,324,3564,9
188,553,3565,8
14,408,3566,2
47,578,3567,4
578,404,3568,2
88,579,3569,10
579,309,3570,5
262,275,3571,1
93,580,3572,6
580,80,3573,6
442,346,3574,9
452,544,3575,6
326,581,3576,6
581,207,3577,3
285,582,3578,10
582,511,3579,2
302,356,3580,4
497,583,3581,4
583,558,3582,2
14,544,3583,5
298,314,3584,7
279,292,3585,9
178,536,3586,8
93,508,3587,5
454,584,3588,7
584,67,3589,3
35,250,3590,3
59,585,3591,7
585,140,3592,5
416,455,3593,7
272,555,3594,1
192,586,3595,2
586,395,3596,9
229,177,3597,8
72,158,3598,1
268,8,3599,5
43,587,3600,5
587,534,3601,7
132,569,3602,9
198,414,3603,6
461,497,3604,5
494,293,3605,2
228,204,3606,2
140,204,3607,5
249,167,3608,9
118,94,3609,10
518,116,3610,1
549,504,3611,4
194,588,3612,9
588,448,3613,6
43,148,3614,3
257,29,3615,6
190,76,3616,6
425,495,3617,5
535,589,3618,2
589,222,3619,7
287,590,3620,8
590,557,3621,1
466,591,3622,5
591,108,3623,8
198,147,3624,8
375,19,3625,1
64,188,3626,10
316,592,3627,4
592,272,3628,3
310,392,3629,6
558,435,3630,1
183,443,3631,6
559,391,3632,4
164,511,3633,4
475,339,3634,5
524,325,3635,9
317,54,3636,9
283,317,3637,10
187,566,3638,1
324,520,3639,3
318,149,3640,3
331,167,3641,5
556,352,3642,8
242,593,3643,4
593,465,3644,5
215,151,3645,10
171,163,3646,4
528,14,3647,3
551,139,3648,10
131,199,3649,2
510,594,3650,8
594,294,3651,5
383,595,3652,8
595,542,3653,8
516,533,3654,6
360,310,3655,8
465,295,3656,1
495,541,3657,2
590,250,3658,8
176,596,3659,8
596,88,3660,8
222,211,3661,4
319,140,3662,7
307,564,3663,4
46,36,3664,1
77,350,3665,2
261,52,3666,6
245,262,3667,1
431,168,3668,5
254,292,3669,2
397,169,3670,3
535,597,3671,3
597,68,3672,6
478,328,3673,7
562,116,3674,1
513,447,3675,2
492,598,3676,3
598,262,3677,8
11,436,3678,10
266,228,3679,5
581,599,3680,6
599,568,3681,1
436,417,3682,3
177,168,3683,6
576,438,3684,5
582,65,3685,1
126,325,3686,7
5,596,3687,4
448,561,3688,7
218,198,3689,5
304,285,3690,5
191,100,3691,2
132,51,3692,3
233,600,3693,5
600,334,3694,5
200,478,3695,7
20,601,3696,2
601,104,3697,5
148,533,3698,2
220,602,3699,4
602,407,3700,9
15,603,3701,2
603,575,3702,3
334,75,3703,4
203,361,3704,2
137,142,3705,2
552,548,3706,7
83,587,3707,9
278,489,3708,1
565,579,3709,9
57,401,3710,5
258,560,3711,5
587,124,3712,6
437,252,3713,4
65,464,3714,8
258,604,3715,9
604,273,3716,7
286,605,3717,2
605,190,3718,1
155,215,3719,6
225,233,3720,10
379,604,3721,7
42,573,3722,9
362,606,3723,6
606,58,3724,3
405,35,3725,2
51,431,3726,6
368,573,3727,5
398,607,3728,2
607,467,3729,5
249,155,3730,5
460,375,3731,1
212,363,3732,4
310,448,3733,9
270,465,3734,5
534,577,3735,4
482,105,3736,5
300,608,3737,9
608,404,3738,5
225,609,3739,1
609,579,3740,9
196,100,3741,5
549,512,3742,10
348,89,3743,9
309,421,3744,8
234,593,3745,9
307,610,3746,10
610,353,3747,10
19,59,3748,2
501,611,3749,3
611,447,3750,7
445,456,3751,6
199,470,3752,7
417,505,3753,2
512,557,3754,9
535,486,3755,8
67,81,3756,8
117,612,3757,3
612,143,3758,9
308,245,3759,1
235,613,3760,9
613,76,3761,5
164,226,3762,4
57,382,3763,1
529,614,3764,8
614,92,3765,2
499,459,3766,1
292,607,3767,6
233,580,3768,3
525,231,3769,8
50,615,3770,2
615,459,3771,10
155,158,3772,3
555,271,3773,6
360,616,3774,7
616,257,3775,9
469,270,3776,2
553,280,3777,7
379,381,3778,3
13,592,3779,1
394,617,3780,1
617,569,3781,2
507,318,3782,9
49,618,3783,1
618,216,3784,8
511,128,3785,3
159,241,3786,9
565,216,3787,3
464,613,3788,5
208,619,3789,4
619,429,3790,5
536,304,3791,8
333,620,3792,3
620,530,3793,2
39,621,3794,3
621,353,3795,1
274,622,3796,7
622,425,3797,9
1,39,3798,9
90,623,3799,4
623,321,3800,8
610,593,3801,9
540,325,3802,5
583,511,3803,10
259,437,3804,2
117,358,3805,5
157,624,3806,1
624,159,3807,7
543,558,3808,6
376,130,3809,2
43,593,3810,3
572,373,3811,1
305,625,3812,6
625,347,3813,9
527,519,3814,2
424,11,3815,7
213,551,3816,8
275,88,3817,10
555,360,3818,10
332,206,3819,5
568,509,3820,2
562,302,3821,5
562,182,3822,7
323,268,3823,10
582,157,3824,3
617,626,3825,6
626,591,3826,7
483,470,3827,5
9,70,3828,5
77,160,3829,10
480,499,3830,6
490,627,3831,2
627,619,3832,5
254,184,3833,8
618,240,3834,7
532,628,3835,6
628,276,3836,4
234,629,3837,9
629,157,3838,2
555,455,3839,5
553,381,3840,1
282,398,3841,6
532,342,3842,10
370,630,3843,4
630,551,3844,9
343,595,3845,4
386,186,3846,4
274,537,3847,1
224,592,3848,10
567,307,3849,6
18,234,3850,10
331,523,3851,7
464,203,3852,2
84,401,3853,8
419,589,3854,8
595,603,3855,5
150,480,3856,10
88,142,3857,4
131,373,3858,4
417,574,3859,1
539,357,3860,9
188,631,3861,5
631,401,3862,1
231,317,3863,5
114,44,3864,2
402,543,3865,9
215,571,3866,6
566,352,3867,9
86,434,3868,8
586,384,3869,2
614,632,3870,9
632,315,3871,9
17,66,3872,1
459,456,3873,5
412,363,3874,2
158,38,3875,9
472,23,3876,10
413,255,3877,9
314,542,3878,2
473,68,3879,10
465,623,3880,7
361,633,3881,1
633,247,3882,5
568,444,3883,1
296,634,3884,4
634,459,3885,10
550,563,3886,9
69,353,3887,8
311,460,3888,6
189,92,3889,6
460,215,3890,1
309,547,3891,8
291,269,3892,2
126,234,3893,2
168,340,3894,6
175,388,3895,10
357,344,3896,1
172,635,3897,7
635,229,3898,3
323,636,3899,3
636,212,3900,10
103,380,3901,6
82,582,3902,4
437,465,3903,5
412,97,3904,8
11,301,3905,3
186,637,3906,9
637,304,3907,5
8,471,3908,6
534,638,3909,4
638,204,3910,3
462,450,3911,3
200,317,3912,4
537,517,3913,3
418,525,3914,4
305,456,3915,6
67,639,3916,4
639,508,3917,4
191,77,3918,7
482,49,3919,8
559,185,3920,2
262,249,3921,8
296,9,3922,3
400,640,3923,1
640,217,3924,8
3,221,3925,10
253,488,3926,10
153,502,3927,8
348,569,3928,1
254,446,3929,8
639,370,3930,6
477,327,3931,10
455,641,3932,6
641,308,3933,10
611,484,3934,5
589,495,3935,1
229,383,3936,7
244,222,3937,5
599,516,3938,7
327,211,3939,6
241,414,3940,3
552,642,3941,7
642,122,3942,5
150,121,3943,10
328,141,3944,5
434,106,3945,5
229,643,3946,9
643,181,3947,6
106,112,3948,1
330,644,3949,9
644,406,3950,10
276,626,3951,2
303,645,3952,2
645,252,3953,10
411,482,3954,8
592,576,3955,3
78,370,3956,6
534,588,3957,8
298,159,3958,7
391,397,3959,9
381,543,3960,10
618,288,3961,10
486,138,3962,8
81,64,3963,5
70,329,3964,5
6,126,3965,6
473,338,3966,8
49,159,3967,9
308,63,3968,1
641,253,3969,1
641,533,3970,9
92,422,3971,3
540,384,3972,6
112,526,3973,9
62,369,3974,8
283,380,3975,10
497,90,3976,3
629,86,3977,10
557,419,3978,8
174,181,3979,7
289,591,3980,2
334,79,3981,10
505,7,3982,5
326,646,3983,7
646,8,3984,2
594,504,3985,7
528,299,3986,6
44,498,3987,3
607,647,3988,1
647,511,3989,2
74,648,3990,9
648,425,3991,8
639,524,3992,3
164,649,3993,7
649,4,3994,7
630,30,3995,3
326,650,3996,8
650,586,3997,10
560,416,3998,4
496,218,3999,2
43,627,4000,5
620,29,4001,10
506,475,4002,6
21,360,4003,4
31,636,4004,9
6,651,4005,3
651,550,4006,8
456,243,4007,8
347,643,4008,6
486,256,4009,1
413,433,4010,9
209,168,4011,5
309,105,4012,6
364,152,4013,2
281,645,4014,6
121,652,4015,10
652,361,4016,9
106,5,4017,9
318,618,4018,9
225,652,4019,2
627,653,4020,6
653,334,4021,6
305,113,4022,2
418,283,4023,6
185,654,4024,1
654,155,4025,6
498,506,4026,9
230,655,4027,9
655,608,4028,10
255,549,4029,4
7,518,4030,2
431,334,4031,10
231,370,4032,9
501,101,4033,6
183,297,4034,2
245,656,4035,10
656,350,4036,1
198,657,4037,7
657,270,4038,3
427,658,4039,9
658,122,4040,3
363,659,4041,6
659,272,4042,1
43,466,4043,8
281,533,4044,6
336,142,4045,9
174,660,4046,7
660,588,4047,6
219,443,4048,1
100,511,4049,5
147,489,4050,9
397,440,4051,10
337,218,4052,8
405,289,4053,10
169,661,4054,10
661,29,4055,8
152,264,4056,3
654,285,4057,9
83,662,4058,10
662,272,4059,8
59,39,4060,2
362,2,4061,7
498,471,4062,10
164,663,4063,6
663,436,4064,2
283,257,4065,8
484,280,4066,10
268,175,4067,9
576,528,4068,7
297,664,4069,5
664,574,4070,1
334,88,4071,5
150,363,4072,8
103,665,4073,8
665,268,4074,10
531,557,4075,1
551,584,4076,1
328,457,4077,2
630,649,4078,4
217,502,4079,2
88,354,4080,3
299,181,4081,8
246,313,4082,10
609,558,4083,2
205,666,4084,8
666,140,4085,10
201,667,4086,9
667,233,4087,2
147,668,4088,8
668,504,4089,10
281,590,4090,8
416,228,4091,6
145,183,4092,9
167,279,4093,8
472,6,4094,8
250,669,4095,8
669,33,4096,3
258,176,4097,2
294,218,4098,3
210,585,4099,6
475,484,4100,3
144,661,4101,2
50,37,4102,4
147,140,4103,5
577,226,4104,8
599,330,4105,6
551,575,4106,2
336,331,4107,7
139,352,4108,9
268,670,4109,3
670,531,4110,7
278,133,4111,1
411,321,4112,9
443,425,4113,7
126,671,4114,3
671,352,4115,2
66,385,4116,6
497,659,4117,7
621,610,4118,2
155,310,4119,7
132,380,4120,6
111,377,4121,7
534,207,4122,9
359,409,4123,2
50,467,4124,1
164,87,4125,4
86,341,4126,10
458,672,4127,7
672,64,4128,2
329,314,4129,5
383,673,4130,6
673,179,4131,1
625,187,4132,9
298,674,4133,6
674,229,4134,10
66,483,4135,6
487,209,4136,9
577,675,4137,6
675,344,4138,2
481,586,4139,1
571,676,4140,8
676,135,4141,1
632,677,4142,1
677,637,4143,7
567,349,4144,9
495,347,4145,6
233,498,4146,4
504,23,4147,1
152,471,4148,2
164,678,4149,6
678,217,4150,3
653,636,4151,2
537,98,4152,1
486,679,4153,6
679,405,4154,9
226,680,4155,1
680,81,4156,4
485,256,4157,4
365,289,4158,3
176,15,4159,5
479,681,4160,2
681,315,4161,2
372,344,4162,1
543,682,4163,5
682,494,4164,10
497,683,4165,3
683,628,4166,1
70,684,4167,3
684,600,4168,5
604,120,4169,4
491,58,4170,3
521,393,4171,1
96,4,4172,4
54,51,4173,1
308,145,4174,3
250,557,4175,6
596,322,4176,4
653,197,4177,1
667,464,4178,8
502,607,4179,9
635,685,4180,6
685,159,4181,5
445,264,4182,8
29,105,4183,5
242,686,4184,6
686,332,4185,7
271,204,4186,4
255,542,4187,4
316,23,4188,10
212,668,4189,7
235,603,4190,5
582,687,4191,3
687,559,4192,6
406,355,4193,5
211,346,4194,3
644,674,4195,5
252,290,4196,1
509,149,4197,2
628,564,4198,1
222,338,4199,10
172,367,4200,7
339,125,4201,6
435,688,4202,2
688,606,4203,6
195,440,4204,8
148,689,4205,3
689,645,4206,9
523,679,4207,3
105,176,4208,3
90,390,4209,1
502,7,4210,10
570,690,4211,1
690,218,4212,3
558,372,4213,7
183,22,4214,9
673,81,4215,2
251,439,4216,3
480,115,4217,6
266,535,4218,2
412,691,4219,3
691,585,4220,8
370,163,4221,9
76,692,4222,6
692,348,4223,7
259,438,4224,10
533,47,4225,5
198,693,4226,6
693,144,4227,5
35,196,4228,6
2,400,4229,4
370,453,4230,8
327,115,4231,4
468,99,4232,8
77,213,4233,10
506,579,4234,6
458,205,4235,9
525,527,4236,1
495,586,4237,2
587,619,4238,10
374,309,4239,2
663,627,4240,8
1,694,4241,8
694,536,4242,5
323,151,4243,6
440,369,4244,8
653,407,4245,10
659,317,4246,3
386,695,4247,2
695,319,4248,8
445,510,4249,1
406,208,4250,3
328,696,4251,9
696,171,4252,7
568,697,4253,1
697,119,4254,6
496,552,4255,3
182,279,4256,5
674,698,4257,6
698,236,4258,4
324,302,4259,2
463,655,4260,1
267,668,4261,6
589,503,4262,9
268,499,4263,10
547,137,4264,2
26,699,4265,2
699,144,4266,3
521,641,4267,2
181,192,4268,5
528,475,4269,5
501,16,4270,3
199,700,4271,10
700,350,4272,1
107,273,4273,4
456,321,4274,10
491,413,4275,5
136,483,4276,7
62,701,4277,9
701,349,4278,5
617,536,4279,4
170,442,4280,6
683,702,4281,6
702,485,4282,8
122,587,4283,4
438,153,4284,1
465,86,4285,9
620,117,4286,9
469,439,4287,7
67,703,4288,3
703,495,4289,4
17,256,4290,2
38,322,4291,3
36,572,4292,2
676,554,4293,1
700,153,4294,3
637,80,4295,7
607,572,4296,7
409,178,4297,1
87,173,4298,7
94,268,4299,9
678,400,4300,10
502,704,4301,8
704,668,4302,3
118,470,4303,10
282,678,4304,6
418,3,4305,2
620,653,4306,3
325,187,4307,3
431,516,4308,5
305,268,4309,10
682,705,4310,7
705,228,4311,1
318,469,4312,2
274,412,4313,7
407,518,4314,4
179,175,4315,8
34,624,4316,4
677,480,4317,8
356,706,4318,6
706,394,4319,7
83,335,4320,6
117,377,4321,10
671,496,4322,1
323,707,4323,6
707,178,4324,3
516,483,4325,5
655,212,4326,8
434,101,4327,5
658,78,4328,7
197,259,4329,2
224,283,4330,2
691,402,4331,7
664,682,4332,4
595,134,4333,10
124,396,4334,5
69,584,4335,1
253,604,4336,2
95,414,4337,5
105,484,4338,1
48,315,4339,4
299,481,4340,9
582,283,4341,6
268,289,4342,3
651,238,4343,4
157,708,4344,8
708,72,4345,1
69,709,4346,9
709,643,4347,3
385,249,4348,1
71,348,4349,6
705,588,4350,6
587,40,4351,10
147,191,4352,3
702,49,4353,10
562,552,4354,5
644,710,4355,1
710,272,4356,8
268,144,4357,8
218,502,4358,4
502,207,4359,8
38,609,4360,6
445,315,4361,2
612,16,4362,1
444,711,4363,9
711,220,4364,10
245,251,4365,5
216,517,4366,6
432,102,4367,10
124,309,4368,2
552,712,4369,9
712,650,4370,10
649,685,4371,3
630,84,4372,9
60,612,4373,7
115,368,4374,2
85,637,4375,6
489,713,4376,5
713,298,4377,3
231,206,4378,2
573,111,4379,2
340,81,4380,2
19,471,4381,1
346,107,4382,10
668,432,4383,2
68,622,4384,3
62,38,4385,10
313,562,4386,5
363,295,4387,9
631,702,4388,8
459,186,4389,8
246,514,4390,10
20,692,4391,8
568,514,4392,8
283,277,4393,7
356,489,4394,3
632,110,4395,1
84,5,4396,8
598,714,4397,5
714,210,4398,4
198,671,4399,1
525,715,4400,3
715,94,4401,6
474,655,4402,1
110,81,4403,8
634,716,4404,3
716,400,4405,3
319,717,4406,7
717,169,4407,10
19,234,4408,8
441,664,4409,3
81,118,4410,7
463,718,4411,9
718,203,4412,9
149,648,4413,7
355,118,4414,7
214,88,4415,5
150,7,4416,6
672,719,4417,10
719,479,4418,6
446,47,4419,2
6,720,4420,9
720,372,4421,7
270,721,4422,5
721,473,4423,2
689,74,4424,3
542,85,4425,3
241,303,4426,9
25,236,4427,9
160,655,4428,6
254,722,4429,10
722,225,4430,7
25,723,4431,8
723,306,4432,6
490,438,4433,2
255,162,4434,7
645,124,4435,3
209,480,4436,6
496,601,4437,7
210,4,4438,5
659,724,4439,9
724,356,4440,2
142,263,4441,8
94,11,4442,4
538,47,4443,8
211,277,4444,1
287,725,4445,4
725,720,4446,9
65,288,4447,7
90,726,4448,7
726,428,4449,9
439,268,4450,3
653,620,4451,7
528,727,4452,6
727,27,4453,5
194,149,4454,10
691,246,4455,8
319,664,4456,1
647,728,4457,9
728,573,4458,9
355,537,4459,5
139,34,4460,5
175,485,4461,6
210,693,4462,3
342,399,4463,10
114,729,4464,9
729,126,4465,1
236,257,4466,9
113,58,4467,7
24,137,4468,9
430,730,4469,3
730,0,4470,1
197,703,4471,7
548,731,4472,9
731,262,4473,9
480,492,4474,2
218,732,4475,3
732,653,4476,4
491,733,4477,4
733,184,4478,7
459,256,4479,4
36,700,4480,2
418,382,4481,8
312,291,4482,8
113,75,4483,8
507,301,4484,10
187,666,4485,2
499,114,4486,6
266,167,4487,10
102,588,4488,10
399,663,4489,6
62,126,4490,2
65,523,4491,3
639,734,4492,3
734,177,4493,5
125,368,4494,7
225,657,4495,6
661,411,4496,10
551,529,4497,2
503,735,4498,7
735,224,4499,10
241,604,4500,10
255,69,4501,10
335,248,4502,10
302,315,4503,4
410,736,4504,7
736,417,4505,1
300,268,4506,3
535,82,4507,7
542,737,4508,4
737,502,4509,4
594,142,4510,3
700,626,4511,5
720,738,4512,6
738,528,4513,2
324,403,4514,4
164,214,4515,1
60,262,4516,8
404,661,4517,8
97,731,4518,2
252,351,4519,7
13,546,4520,8
185,299,4521,3
133,650,4522,5
363,114,4523,4
128,739,4524,1
739,594,4525,6
437,714,4526,1
355,606,4527,7
535,740,4528,6
740,406,4529,6
303,81,4530,8
104,495,4531,3
672,658,4532,5
373,319,4533,4
126,78,4534,3
501,741,4535,9
741,92,4536,10
727,21,4537,10
35,191,4538,6
100,432,4539,3
581,338,4540,1
512,429,4541,3
433,742,4542,2
742,553,4543,5
335,322,4544,3
665,311,4545,3
479,91,4546,6
287,627,4547,9
554,743,4548,2
743,212,4549,3
516,438,4550,5
615,744,4551,10
744,205,4552,1
376,383,4553,4
146,745,4554,6
745,468,4555,1
697,524,4556,1
241,746,4557,3
746,9,4558,6
450,127,4559,7
556,531,4560,8
529,747,4561,7
747,94,4562,9
122,396,4563,2
460,746,4564,1
145,146,4565,1
52,276,4566,4
595,158,4567,9
360,715,4568,9
84,748,4569,8
748,209,4570,4
622,749,4571,7
749,513,4572,5
673,225,4573,7
362,750,4574,7
750,66,4575,3
75,325,4576,1
18,657,4577,9
485,446,4578,6
676,751,4579,2
751,275,4580,10
498,459,4581,6
567,514,4582,7
706,682,4583,3
192,682,4584,2
601,752,4585,1
752,527,4586,8
25,563,4587,7
387,498,4588,1
136,733,4589,3
456,558,4590,1
259,458,4591,9
229,232,4592,3
332,753,4593,6
753,225,4594,9
592,736,4595,9
351,754,4596,10
754,450,4597,7
171,521,4598,6
499,632,4599,6
657,755,4600,6
755,154,4601,10
650,333,4602,4
37,115,4603,5
653,756,4604,5
756,169,4605,9
404,527,4606,9
569,555,4607,8
251,711,4608,6
554,542,4609,3
37,575,4610,5
344,436,4611,9
271,213,4612,8
47,130,4613,1
307,312,4614,8
428,757,4615,7
757,693,4616,5
368,304,4617,9
676,523,4618,2
372,444,4619,9
334,758,4620,1
758,39,4621,7
231,262,4622,5
518,24,4623,9
355,516,4624,4
600,759,4625,7
759,214,4626,5
401,44,4627,3
296,723,4628,10
692,323,4629,10
702,386,4630,1
589,488,4631,3
728,164,4632,1
2,569,4633,1
503,748,4634,4
322,426,4635,7
330,68,4636,4
747,67,4637,1
407,760,4638,10
760,112,4639,2
664,234,4640,6
312,495,4641,1
213,116,4642,2
684,265,4643,8
496,483,4644,7
678,509,4645,7
363,505,4646,3
366,624,4647,6
414,274,4648,9
7,446,4649,5
272,656,4650,3
238,176,4651,4
299,86,4652,1
319,298,4653,6
499,720,4654,1
143,351,4655,3
686,761,4656,9
761,122,4657,3
229,78,4658,5
98,680,4659,8
431,111,4660,5
499,617,4661,3
731,90,4662,1
490,611,4663,9
505,721,4664,3
413,308,4665,7
78,15,4666,1
13,165,4667,10
264,328,4668,4
296,195,4669,9
257,641,4670,9
672,529,4671,6
290,19,4672,1
644,656,4673,3
382,706,4674,8
138,396,4675,9
349,762,4676,8
762,570,4677,4
526,529,4678,1
222,763,4679,8
763,626,4680,10
456,764,4681,2
764,610,4682,8
128,765,4683,1
765,455,4684,10
322,446,4685,3
747,376,4686,7
743,663,4687,1
302,636,4688,2
70,335,4689,1
114,686,4690,1
531,679,4691,4
64,322,4692,4
57,583,4693,4
305,678,4694,5
29,332,4695,6
626,549,4696,8
339,123,4697,3
595,378,4698,10
332,766,4699,3
766,688,4700,9
551,627,4701,10
688,173,4702,6
265,574,4703,5
657,645,4704,10
662,539,4705,1
273,767,4706,2
767,475,4707,10
539,223,4708,9
707,768,4709,1
768,649,4710,4
182,633,4711,7
198,769,4712,8
769,281,4713,6
88,770,4714,8
770,165,4715,4
6,251,4716,9
261,295,4717,3
603,127,4718,9
59,771,4719,6
771,39,4720,2
524,588,4721,3
248,152,4722,7
317,394,4723,10
330,399,4724,2
517,422,4725,1
741,758,4726,7
670,772,4727,5
772,560,4728,4
27,773,4729,8
773,382,4730,7
438,124,4731,7
518,699,4732,2
607,438,4733,3
695,600,4734,7
224,626,4735,5
586,127,4736,10
690,774,4737,6
774,660,4738,3
249,570,4739,4
729,503,4740,8
72,591,4741,4
548,471,4742,9
126,746,4743,6
545,478,4744,7
112,775,4745,7
775,723,4746,7
496,469,4747,4
123,776,4748,3
776,335,4749,3
39,264,4750,6
654,303,4751,6
413,777,4752,4
777,166,4753,4
130,108,4754,6
593,778,4755,8
778,134,4756,3
257,503,4757,10
538,762,4758,5
18,170,4759,8
703,59,4760,6
648,560,4761,9
141,779,4762,2
779,398,4763,7
78,301,4764,2
165,586,4765,4
419,494,4766,3
30,261,4767,6
315,780,4768,6
