inter_in,inter_out,streetcode,L
5156,753,49882,13
753,5465,49883,26
5465,753,49884,26
753,6028,49885,25
6028,753,49886,25
753,6117,49887,15
6117,753,49888,15
753,6785,49889,2
6785,753,49890,2
753,7797,49891,32
7797,753,49892,32
754,841,49893,4
841,754,49894,4
754,995,49895,12
995,754,49896,12
754,1056,49897,35
1056,754,49898,35
754,1193,49899,35
1193,754,49900,35
754,1610,49901,15
1610,754,49902,15
754,1803,49903,45
1803,754,49904,45
754,1912,49905,16
1912,754,49906,16
754,2170,49907,36
2170,754,49908,36
754,2493,49909,8
2493,754,49910,8
754,2823,49911,22
2823,754,49912,22
754,3224,49913,45
3224,754,49914,45
754,3326,49915,3
3326,754,49916,3
754,4987,49917,47
4987,754,49918,47
754,5467,49919,27
5467,754,49920,27
754,6415,49921,15
6415,754,49922,15
754,6504,49923,19
6504,754,49924,19
754,6739,49925,18
6739,754,49926,18
754,6787,49927,23
6787,754,49928,23
754,6875,49929,21
6875,754,49930,21
754,7174,49931,40
7174,754,49932,40
755,841,49933,40
841,755,49934,40
755,1013,49935,31
1013,755,49936,31
755,1138,49937,39
1138,755,49938,39
755,2021,49939,35
2021,755,49940,35
755,2348,49941,22
2348,755,49942,22
755,2553,49943,43
2553,755,49944,43
755,3844,49945,13
3844,755,49946,13
755,5344,49947,43
5344,755,49948,43
756,810,49949,19
810,756,49950,19
756,1208,49951,42
1208,756,49952,42
756,1373,49953,35
1373,756,49954,35
756,2469,49955,30
2469,756,49956,30
756,2877,49957,30
2877,756,49958,30
756,3045,49959,35
3045,756,49960,35
756,3554,49961,14
3554,756,49962,14
756,4009,49963,10
4009,756,49964,10
756,4366,49965,45
4366,756,49966,45
756,4838,49967,42
4838,756,49968,42
756,4872,49969,13
4872,756,49970,13
756,5160,49971,31
5160,756,49972,31
756,5507,49973,1
5507,756,49974,1
756,5757,49975,28
5757,756,49976,28
756,6446,49977,45
6446,756,49978,45
756,7185,49979,3
7185,756,49980,3
757,892,49981,26
892,757,49982,26
757,942,49983,37
942,757,49984,37
757,1047,49985,34
1047,757,49986,34
757,1318,49987,31
1318,757,49988,31
757,1373,49989,46
1373,757,49990,46
757,1529,49991,37
1529,757,49992,37
757,2014,49993,11
2014,757,49994,11
757,2480,49995,48
2480,757,49996,48
757,2487,49997,47
2487,757,49998,47
757,2663,49999,27
2663,757,50000,27
757,3272,50001,27
3272,757,50002,27
757,3548,50003,19
3548,757,50004,19
757,3637,50005,17
3637,757,50006,17
757,3673,50007,9
3673,757,50008,9
757,3795,50009,49
3795,757,50010,49
757,4846,50011,1
4846,757,50012,1
757,7771,50013,41
7771,757,50014,41
757,7981,50015,22
7981,757,50016,22
758,848,50017,6
848,758,50018,6
758,981,50019,49
981,758,50020,49
758,991,50021,2
991,758,50022,2
758,2086,50023,9
2086,758,50024,9
758,2718,50025,26
2718,758,50026,26
758,2892,50027,33
2892,758,50028,33
758,4073,50029,25
4073,758,50030,25
758,6045,50031,3
6045,758,50032,3
758,6467,50033,7
6467,758,50034,7
759,935,50035,7
935,759,50036,7
759,1185,50037,38
1185,759,50038,38
759,1358,50039,33
1358,759,50040,33
759,1380,50041,10
1380,759,50042,10
759,1527,50043,2
1527,759,50044,2
759,1550,50045,34
1550,759,50046,34
759,1555,50047,7
1555,759,50048,7
759,2116,50049,40
2116,759,50050,40
759,2158,50051,4
2158,759,50052,4
759,2839,50053,12
2839,759,50054,12
759,3142,50055,46
3142,759,50056,46
759,3718,50057,9
3718,759,50058,9
759,3908,50059,47
3908,759,50060,47
759,4233,50061,21
4233,759,50062,21
759,4311,50063,29
4311,759,50064,29
759,4541,50065,43
4541,759,50066,43
759,5028,50067,23
5028,759,50068,23
759,5055,50069,26
5055,759,50070,26
759,5095,50071,16
5095,759,50072,16
759,5107,50073,9
5107,759,50074,9
759,5242,50075,10
5242,759,50076,10
759,6592,50077,22
6592,759,50078,22
759,7842,50079,36
7842,759,50080,36
760,1340,50081,48
1340,760,50082,48
760,2326,50083,29
2326,760,50084,29
760,2446,50085,38
2446,760,50086,38
760,2711,50087,45
2711,760,50088,45
760,3064,50089,21
3064,760,50090,21
760,3685,50091,43
3685,760,50092,43
760,3987,50093,17
3987,760,50094,17
760,4042,50095,36
4042,760,50096,36
760,5169,50097,17
5169,760,50098,17
760,5486,50099,10
5486,760,50100,10
760,5597,50101,40
5597,760,50102,40
760,6075,50103,38
6075,760,50104,38
760,6137,50105,7
6137,760,50106,7
760,6840,50107,8
6840,760,50108,8
760,7299,50109,49
7299,760,50110,49
760,7348,50111,39
7348,760,50112,39
760,7391,50113,30
7391,760,50114,30
761,1022,50115,39
1022,761,50116,39
761,1836,50117,9
1836,761,50118,9
761,2339,50119,38
2339,761,50120,38
761,2705,50121,25
2705,761,50122,25
761,3208,50123,38
3208,761,50124,38
761,3471,50125,41
3471,761,50126,41
761,3823,50127,14
3823,761,50128,14
761,4148,50129,30
4148,761,50130,30
761,4842,50131,15
4842,761,50132,15
761,6094,50133,11
6094,761,50134,11
761,6331,50135,29
6331,761,50136,29
761,7121,50137,50
7121,761,50138,50
762,3387,50139,8
3387,762,50140,8
762,3599,50141,44
3599,762,50142,44
762,3981,50143,10
3981,762,50144,10
762,4579,50145,50
4579,762,50146,50
762,4629,50147,31
4629,762,50148,31
762,5165,50149,18
5165,762,50150,18
762,5267,50151,25
5267,762,50152,25
762,5444,50153,7
5444,762,50154,7
762,5938,50155,48
5938,762,50156,48
762,6251,50157,43
6251,762,50158,43
762,6333,50159,31
6333,762,50160,31
762,7205,50161,17
7205,762,50162,17
762,7761,50163,9
7761,762,50164,9
762,7813,50165,25
7813,762,50166,25
763,2994,50167,13
2994,763,50168,13
763,3052,50169,28
3052,763,50170,28
763,3264,50171,26
3264,763,50172,26
763,3703,50173,32
3703,763,50174,32
763,5045,50175,21
5045,763,50176,21
764,1269,50177,4
1269,764,50178,4
764,2126,50179,48
2126,764,50180,48
764,2403,50181,1
2403,764,50182,1
764,3518,50183,21
3518,764,50184,21
764,4559,50185,26
4559,764,50186,26
764,4932,50187,33
4932,764,50188,33
764,5671,50189,20
5671,764,50190,20
764,5783,50191,10
5783,764,50192,10
765,1176,50193,50
1176,765,50194,50
765,1401,50195,34
1401,765,50196,34
765,5174,50197,38
5174,765,50198,38
765,6119,50199,43
6119,765,50200,43
766,975,50201,50
975,766,50202,50
766,1066,50203,15
1066,766,50204,15
766,3293,50205,13
3293,766,50206,13
766,3648,50207,10
3648,766,50208,10
766,3910,50209,8
3910,766,50210,8
766,5870,50211,26
5870,766,50212,26
766,7254,50213,47
7254,766,50214,47
767,4293,50215,8
4293,767,50216,8
767,6998,50217,37
6998,767,50218,37
767,7465,50219,29
7465,767,50220,29
767,7475,50221,33
7475,767,50222,33
767,7906,50223,36
7906,767,50224,36
768,1184,50225,27
1184,768,50226,27
768,1237,50227,17
1237,768,50228,17
768,1540,50229,41
1540,768,50230,41
768,1880,50231,6
1880,768,50232,6
768,2247,50233,10
2247,768,50234,10
768,3874,50235,14
3874,768,50236,14
768,4941,50237,7
4941,768,50238,7
768,5606,50239,11
5606,768,50240,11
768,6434,50241,42
6434,768,50242,42
768,7751,50243,2
7751,768,50244,2
769,1339,50245,13
1339,769,50246,13
769,1428,50247,16
1428,769,50248,16
769,1582,50249,49
1582,769,50250,49
769,2155,50251,47
2155,769,50252,47
769,3078,50253,25
3078,769,50254,25
769,3429,50255,2
3429,769,50256,2
769,3464,50257,35
3464,769,50258,35
769,3523,50259,19
3523,769,50260,19
769,3610,50261,17
3610,769,50262,17
769,3702,50263,26
3702,769,50264,26
769,4225,50265,27
4225,769,50266,27
769,5703,50267,32
5703,769,50268,32
769,6886,50269,34
6886,769,50270,34
769,7907,50271,31
7907,769,50272,31
770,1115,50273,13
1115,770,50274,13
770,2665,50275,45
2665,770,50276,45
770,4904,50277,24
4904,770,50278,24
770,5210,50279,39
5210,770,50280,39
770,5612,50281,3
5612,770,50282,3
770,6071,50283,7
6071,770,50284,7
770,6129,50285,40
6129,770,50286,40
770,6482,50287,12
6482,770,50288,12
770,6883,50289,46
6883,770,50290,46
771,2175,50291,15
2175,771,50292,15
771,3097,50293,44
3097,771,50294,44
771,3425,50295,2
3425,771,50296,2
771,3633,50297,12
3633,771,50298,12
771,3893,50299,4
3893,771,50300,4
771,4042,50301,28
4042,771,50302,28
771,4114,50303,27
4114,771,50304,27
771,4307,50305,29
4307,771,50306,29
771,4421,50307,42
4421,771,50308,42
771,5003,50309,14
5003,771,50310,14
771,6648,50311,8
6648,771,50312,8
771,7643,50313,11
7643,771,50314,11
772,930,50315,20
930,772,50316,20
772,998,50317,29
998,772,50318,29
772,3144,50319,12
3144,772,50320,12
772,3979,50321,39
3979,772,50322,39
772,4784,50323,34
4784,772,50324,34
772,5368,50325,43
5368,772,50326,43
772,5621,50327,31
5621,772,50328,31
772,6816,50329,30
6816,772,50330,30
773,897,50331,16
897,773,50332,16
773,948,50333,47
948,773,50334,47
773,1066,50335,11
1066,773,50336,11
773,1122,50337,38
1122,773,50338,38
773,1363,50339,22
1363,773,50340,22
773,1370,50341,25
1370,773,50342,25
773,1437,50343,13
1437,773,50344,13
773,1866,50345,50
1866,773,50346,50
773,1983,50347,23
1983,773,50348,23
773,3208,50349,28
3208,773,50350,28
773,3661,50351,7
3661,773,50352,7
773,4711,50353,41
4711,773,50354,41
773,5115,50355,36
5115,773,50356,36
773,6174,50357,49
6174,773,50358,49
773,6251,50359,8
6251,773,50360,8
773,6710,50361,8
6710,773,50362,8
773,7130,50363,7
7130,773,50364,7
773,7941,50365,38
7941,773,50366,38
774,842,50367,50
842,774,50368,50
774,979,50369,13
979,774,50370,13
774,1041,50371,12
1041,774,50372,12
774,1087,50373,29
1087,774,50374,29
774,1637,50375,42
1637,774,50376,42
774,1793,50377,39
1793,774,50378,39
774,2042,50379,24
2042,774,50380,24
774,2459,50381,16
2459,774,50382,16
774,2685,50383,27
2685,774,50384,27
774,2785,50385,19
2785,774,50386,19
774,2930,50387,16
2930,774,50388,16
774,3708,50389,6
3708,774,50390,6
774,3886,50391,36
3886,774,50392,36
774,4180,50393,44
4180,774,50394,44
774,4600,50395,30
4600,774,50396,30
774,5366,50397,31
5366,774,50398,31
774,5981,50399,34
5981,774,50400,34
774,6721,50401,4
6721,774,50402,4
775,917,50403,37
917,775,50404,37
775,920,50405,6
920,775,50406,6
775,943,50407,41
943,775,50408,41
775,1178,50409,9
1178,775,50410,9
775,1444,50411,14
1444,775,50412,14
775,1639,50413,24
1639,775,50414,24
775,1745,50415,37
1745,775,50416,37
775,2164,50417,13
2164,775,50418,13
775,2465,50419,23
2465,775,50420,23
775,2936,50421,26
2936,775,50422,26
775,3058,50423,33
3058,775,50424,33
775,3119,50425,12
3119,775,50426,12
775,3153,50427,24
3153,775,50428,24
775,3444,50429,37
3444,775,50430,37
775,3699,50431,15
3699,775,50432,15
775,3828,50433,10
3828,775,50434,10
775,4133,50435,13
4133,775,50436,13
775,4215,50437,43
4215,775,50438,43
775,4241,50439,46
4241,775,50440,46
775,4284,50441,20
4284,775,50442,20
775,4347,50443,11
4347,775,50444,11
775,4368,50445,18
4368,775,50446,18
775,4554,50447,39
4554,775,50448,39
775,4574,50449,24
4574,775,50450,24
775,4908,50451,12
4908,775,50452,12
775,5437,50453,44
5437,775,50454,44
775,5466,50455,14
5466,775,50456,14
775,5931,50457,39
5931,775,50458,39
775,6346,50459,17
6346,775,50460,17
775,6626,50461,8
6626,775,50462,8
775,6658,50463,7
6658,775,50464,7
775,6726,50465,44
6726,775,50466,44
775,7309,50467,16
7309,775,50468,16
775,7578,50469,35
7578,775,50470,35
775,7585,50471,34
7585,775,50472,34
775,7667,50473,27
7667,775,50474,27
776,844,50475,9
844,776,50476,9
776,1107,50477,27
1107,776,50478,27
776,1264,50479,8
1264,776,50480,8
776,1477,50481,26
1477,776,50482,26
776,1483,50483,19
1483,776,50484,19
776,2639,50485,33
2639,776,50486,33
776,3141,50487,16
3141,776,50488,16
776,3605,50489,21
3605,776,50490,21
776,3617,50491,8
3617,776,50492,8
776,3949,50493,26
3949,776,50494,26
776,4412,50495,21
4412,776,50496,21
776,6006,50497,5
6006,776,50498,5
776,6160,50499,33
6160,776,50500,33
776,7385,50501,44
7385,776,50502,44
776,7629,50503,9
7629,776,50504,9
776,7870,50505,26
7870,776,50506,26
777,2003,50507,13
2003,777,50508,13
777,2167,50509,17
2167,777,50510,17
777,2192,50511,28
2192,777,50512,28
777,2308,50513,9
2308,777,50514,9
777,2435,50515,20
2435,777,50516,20
777,2619,50517,40
2619,777,50518,40
777,3047,50519,37
3047,777,50520,37
777,3060,50521,24
3060,777,50522,24
777,3217,50523,3
3217,777,50524,3
777,3607,50525,2
3607,777,50526,2
777,4545,50527,19
4545,777,50528,19
777,5708,50529,38
5708,777,50530,38
777,7618,50531,14
7618,777,50532,14
777,7937,50533,14
7937,777,50534,14
778,792,50535,41
792,778,50536,41
778,1315,50537,29
1315,778,50538,29
778,1588,50539,11
1588,778,50540,11
778,2165,50541,9
2165,778,50542,9
778,2264,50543,17
2264,778,50544,17
778,2820,50545,15
2820,778,50546,15
778,4995,50547,28
4995,778,50548,28
778,5305,50549,41
5305,778,50550,41
778,5647,50551,3
5647,778,50552,3
778,5900,50553,26
5900,778,50554,26
779,977,50555,10
977,779,50556,10
779,1090,50557,5
1090,779,50558,5
779,1122,50559,45
1122,779,50560,45
779,1168,50561,21
1168,779,50562,21
779,1222,50563,14
1222,779,50564,14
779,1362,50565,5
1362,779,50566,5
779,2360,50567,17
2360,779,50568,17
779,4023,50569,10
4023,779,50570,10
779,5271,50571,47
5271,779,50572,47
779,5439,50573,39
5439,779,50574,39
779,6480,50575,3
6480,779,50576,3
779,7962,50577,31
7962,779,50578,31
780,1052,50579,50
1052,780,50580,50
780,1493,50581,1
1493,780,50582,1
780,1759,50583,1
1759,780,50584,1
780,3198,50585,48
3198,780,50586,48
780,3894,50587,4
3894,780,50588,4
780,5149,50589,2
5149,780,50590,2
780,5665,50591,23
5665,780,50592,23
780,6951,50593,2
6951,780,50594,2
780,7210,50595,16
7210,780,50596,16
780,7318,50597,17
7318,780,50598,17
780,7674,50599,10
7674,780,50600,10
781,1008,50601,46
1008,781,50602,46
781,1971,50603,28
1971,781,50604,28
781,3970,50605,24
3970,781,50606,24
781,4157,50607,23
4157,781,50608,23
781,4472,50609,5
4472,781,50610,5
781,4814,50611,34
4814,781,50612,34
781,5331,50613,27
5331,781,50614,27
781,7628,50615,33
7628,781,50616,33
782,832,50617,5
832,782,50618,5
782,1021,50619,30
1021,782,50620,30
782,1024,50621,45
1024,782,50622,45
782,1242,50623,38
1242,782,50624,38
782,1334,50625,33
1334,782,50626,33
782,1467,50627,28
1467,782,50628,28
782,3804,50629,43
3804,782,50630,43
782,6451,50631,9
6451,782,50632,9
782,7544,50633,6
7544,782,50634,6
783,1641,50635,14
1641,783,50636,14
783,2659,50637,21
2659,783,50638,21
783,3547,50639,40
3547,783,50640,40
783,5261,50641,47
5261,783,50642,47
783,6907,50643,37
6907,783,50644,37
783,7326,50645,22
7326,783,50646,22
783,7402,50647,50
7402,783,50648,50
784,922,50649,10
922,784,50650,10
784,1021,50651,34
1021,784,50652,34
784,1287,50653,15
1287,784,50654,15
784,1303,50655,47
1303,784,50656,47
784,1309,50657,20
1309,784,50658,20
784,1820,50659,11
1820,784,50660,11
784,1894,50661,34
1894,784,50662,34
784,3679,50663,40
3679,784,50664,40
784,4072,50665,32
4072,784,50666,32
784,5950,50667,42
5950,784,50668,42
784,6884,50669,4
6884,784,50670,4
784,7391,50671,36
7391,784,50672,36
784,7697,50673,11
7697,784,50674,11
785,1177,50675,16
1177,785,50676,16
785,1216,50677,9
1216,785,50678,9
785,1286,50679,16
1286,785,50680,16
785,1644,50681,22
1644,785,50682,22
785,1686,50683,27
1686,785,50684,27
785,2001,50685,12
2001,785,50686,12
785,2087,50687,16
2087,785,50688,16
785,2095,50689,13
2095,785,50690,13
785,2301,50691,8
2301,785,50692,8
785,2353,50693,11
2353,785,50694,11
785,2738,50695,35
2738,785,50696,35
785,3434,50697,27
3434,785,50698,27
785,3620,50699,32
3620,785,50700,32
785,4222,50701,16
4222,785,50702,16
785,4690,50703,27
4690,785,50704,27
785,5035,50705,42
5035,785,50706,42
785,5973,50707,41
5973,785,50708,41
785,6986,50709,20
6986,785,50710,20
785,7051,50711,4
7051,785,50712,4
785,7156,50713,15
7156,785,50714,15
785,7371,50715,33
7371,785,50716,33
785,7552,50717,16
7552,785,50718,16
785,7590,50719,44
7590,785,50720,44
785,7694,50721,19
7694,785,50722,19
786,1075,50723,42
1075,786,50724,42
786,1550,50725,23
1550,786,50726,23
786,1991,50727,38
1991,786,50728,38
786,2305,50729,49
2305,786,50730,49
786,3024,50731,15
3024,786,50732,15
786,3578,50733,2
3578,786,50734,2
786,3707,50735,20
3707,786,50736,20
786,4453,50737,34
4453,786,50738,34
786,5315,50739,10
5315,786,50740,10
786,6446,50741,36
6446,786,50742,36
786,7718,50743,50
7718,786,50744,50
787,1036,50745,44
1036,787,50746,44
787,1163,50747,25
1163,787,50748,25
787,1299,50749,14
1299,787,50750,14
787,1308,50751,33
1308,787,50752,33
787,1538,50753,21
1538,787,50754,21
787,1597,50755,35
1597,787,50756,35
787,1636,50757,5
1636,787,50758,5
787,1684,50759,30
1684,787,50760,30
787,1954,50761,27
1954,787,50762,27
787,1999,50763,11
1999,787,50764,11
787,2155,50765,27
2155,787,50766,27
787,2674,50767,24
2674,787,50768,24
787,3043,50769,41
3043,787,50770,41
787,3211,50771,22
3211,787,50772,22
787,3739,50773,40
3739,787,50774,40
787,3790,50775,33
3790,787,50776,33
787,4207,50777,49
4207,787,50778,49
787,4789,50779,21
4789,787,50780,21
787,5565,50781,23
5565,787,50782,23
787,5885,50783,35
5885,787,50784,35
787,7381,50785,28
7381,787,50786,28
788,990,50787,18
990,788,50788,18
788,1324,50789,23
1324,788,50790,23
788,1615,50791,31
1615,788,50792,31
788,2151,50793,35
2151,788,50794,35
788,2395,50795,14
2395,788,50796,14
788,2922,50797,38
2922,788,50798,38
788,3305,50799,32
3305,788,50800,32
788,3335,50801,14
3335,788,50802,14
788,4273,50803,22
4273,788,50804,22
788,4303,50805,29
4303,788,50806,29
788,6373,50807,12
6373,788,50808,12
788,6739,50809,30
6739,788,50810,30
788,7347,50811,22
7347,788,50812,22
789,1169,50813,6
1169,789,50814,6
789,1261,50815,22
1261,789,50816,22
789,1344,50817,10
1344,789,50818,10
789,1737,50819,22
1737,789,50820,22
789,1925,50821,42
1925,789,50822,42
789,1955,50823,37
1955,789,50824,37
789,2055,50825,38
2055,789,50826,38
789,3920,50827,50
3920,789,50828,50
789,4011,50829,25
4011,789,50830,25
789,5154,50831,1
5154,789,50832,1
789,6693,50833,25
6693,789,50834,25
789,7162,50835,41
7162,789,50836,41
789,7188,50837,9
7188,789,50838,9
789,7362,50839,28
7362,789,50840,28
790,964,50841,1
964,790,50842,1
790,1187,50843,15
1187,790,50844,15
790,1336,50845,11
1336,790,50846,11
790,1623,50847,37
1623,790,50848,37
790,1698,50849,12
1698,790,50850,12
790,1759,50851,36
1759,790,50852,36
790,3254,50853,12
3254,790,50854,12
790,4692,50855,26
4692,790,50856,26
790,5073,50857,12
5073,790,50858,12
790,6261,50859,49
6261,790,50860,49
790,7425,50861,34
7425,790,50862,34
790,7953,50863,5
7953,790,50864,5
791,923,50865,45
923,791,50866,45
791,1312,50867,45
1312,791,50868,45
791,1531,50869,2
1531,791,50870,2
791,1710,50871,24
1710,791,50872,24
791,1825,50873,48
1825,791,50874,48
791,2782,50875,44
2782,791,50876,44
791,2830,50877,34
2830,791,50878,34
791,3344,50879,28
3344,791,50880,28
791,3826,50881,19
3826,791,50882,19
791,3994,50883,14
3994,791,50884,14
791,4312,50885,33
4312,791,50886,33
791,4457,50887,35
4457,791,50888,35
791,4718,50889,47
4718,791,50890,47
791,5647,50891,18
5647,791,50892,18
791,6162,50893,32
6162,791,50894,32
791,7373,50895,46
7373,791,50896,46
791,7594,50897,19
7594,791,50898,19
792,1025,50899,44
1025,792,50900,44
792,1107,50901,33
1107,792,50902,33
792,1691,50903,32
1691,792,50904,32
792,2102,50905,19
2102,792,50906,19
792,2553,50907,15
2553,792,50908,15
792,2639,50909,33
2639,792,50910,33
792,3172,50911,35
3172,792,50912,35
792,4415,50913,48
4415,792,50914,48
792,6141,50915,48
6141,792,50916,48
792,6311,50917,7
6311,792,50918,7
792,7492,50919,36
7492,792,50920,36
792,7779,50921,14
7779,792,50922,14
793,1345,50923,7
1345,793,50924,7
793,1348,50925,28
1348,793,50926,28
793,1664,50927,13
1664,793,50928,13
793,2007,50929,15
2007,793,50930,15
793,2075,50931,14
2075,793,50932,14
793,2752,50933,5
2752,793,50934,5
793,3200,50935,46
3200,793,50936,46
793,3358,50937,39
3358,793,50938,39
793,3639,50939,21
3639,793,50940,21
793,3777,50941,29
3777,793,50942,29
793,4075,50943,13
4075,793,50944,13
793,4211,50945,24
4211,793,50946,24
793,4385,50947,40
4385,793,50948,40
793,5489,50949,7
5489,793,50950,7
793,6235,50951,18
6235,793,50952,18
794,2396,50953,21
2396,794,50954,21
794,2539,50955,46
2539,794,50956,46
794,2693,50957,41
2693,794,50958,41
794,5549,50959,28
5549,794,50960,28
794,7135,50961,44
7135,794,50962,44
794,7545,50963,3
7545,794,50964,3
794,7707,50965,23
7707,794,50966,23
795,1110,50967,24
1110,795,50968,24
795,1993,50969,2
1993,795,50970,2
795,2974,50971,35
2974,795,50972,35
795,3087,50973,14
3087,795,50974,14
795,3209,50975,18
3209,795,50976,18
795,3771,50977,20
3771,795,50978,20
795,3811,50979,11
3811,795,50980,11
795,3814,50981,50
3814,795,50982,50
795,4207,50983,43
4207,795,50984,43
795,4679,50985,42
4679,795,50986,42
795,6520,50987,8
6520,795,50988,8
795,6645,50989,12
6645,795,50990,12
795,7638,50991,38
7638,795,50992,38
796,825,50993,43
825,796,50994,43
796,885,50995,9
885,796,50996,9
796,947,50997,45
947,796,50998,45
796,1100,50999,18
1100,796,51000,18
796,1352,51001,9
1352,796,51002,9
796,1394,51003,19
1394,796,51004,19
796,2383,51005,39
2383,796,51006,39
796,2421,51007,8
2421,796,51008,8
796,2665,51009,50
2665,796,51010,50
796,3393,51011,10
3393,796,51012,10
796,3560,51013,40
3560,796,51014,40
796,3980,51015,24
3980,796,51016,24
796,4358,51017,41
4358,796,51018,41
796,4916,51019,41
4916,796,51020,41
796,5601,51021,8
5601,796,51022,8
796,5739,51023,43
5739,796,51024,43
796,6076,51025,27
6076,796,51026,27
796,6110,51027,38
6110,796,51028,38
796,6560,51029,30
6560,796,51030,30
796,6836,51031,16
6836,796,51032,16
797,1391,51033,44
1391,797,51034,44
797,2127,51035,40
2127,797,51036,40
797,2969,51037,42
2969,797,51038,42
797,3746,51039,8
3746,797,51040,8
797,5754,51041,42
5754,797,51042,42
797,5848,51043,16
5848,797,51044,16
797,6218,51045,47
6218,797,51046,47
797,6295,51047,46
6295,797,51048,46
797,6953,51049,41
6953,797,51050,41
798,948,51051,21
948,798,51052,21
798,1016,51053,48
1016,798,51054,48
798,1078,51055,1
1078,798,51056,1
798,1411,51057,49
1411,798,51058,49
798,2131,51059,2
2131,798,51060,2
798,2327,51061,44
2327,798,51062,44
798,2765,51063,10
2765,798,51064,10
798,3068,51065,10
3068,798,51066,10
798,3416,51067,3
3416,798,51068,3
798,3457,51069,2
3457,798,51070,2
798,3751,51071,1
3751,798,51072,1
798,3960,51073,29
3960,798,51074,29
798,5059,51075,33
5059,798,51076,33
798,5342,51077,23
5342,798,51078,23
798,7066,51079,3
7066,798,51080,3
798,7531,51081,2
7531,798,51082,2
799,1173,51083,22
1173,799,51084,22
799,1305,51085,40
1305,799,51086,40
799,1563,51087,35
1563,799,51088,35
799,1685,51089,27
1685,799,51090,27
799,1747,51091,18
1747,799,51092,18
799,2170,51093,10
2170,799,51094,10
799,2220,51095,27
2220,799,51096,27
799,2389,51097,2
2389,799,51098,2
799,6316,51099,49
6316,799,51100,49
799,7576,51101,48
7576,799,51102,48
799,7855,51103,15
7855,799,51104,15
800,1905,51105,25
1905,800,51106,25
800,2094,51107,20
2094,800,51108,20
800,2543,51109,11
2543,800,51110,11
800,2706,51111,44
2706,800,51112,44
800,3111,51113,12
3111,800,51114,12
800,3148,51115,14
3148,800,51116,14
800,3781,51117,39
3781,800,51118,39
800,4398,51119,25
4398,800,51120,25
800,4700,51121,30
4700,800,51122,30
800,4768,51123,31
4768,800,51124,31
800,4823,51125,16
4823,800,51126,16
800,5500,51127,41
5500,800,51128,41
800,5568,51129,43
5568,800,51130,43
800,6266,51131,45
6266,800,51132,45
800,6583,51133,34
6583,800,51134,34
801,837,51135,6
837,801,51136,6
801,1034,51137,2
1034,801,51138,2
801,2217,51139,34
2217,801,51140,34
801,3143,51141,31
3143,801,51142,31
801,3866,51143,45
3866,801,51144,45
801,4028,51145,32
4028,801,51146,32
801,4230,51147,34
4230,801,51148,34
801,4391,51149,10
4391,801,51150,10
801,4511,51151,10
4511,801,51152,10
801,5904,51153,40
5904,801,51154,40
801,6906,51155,18
6906,801,51156,18
802,854,51157,9
854,802,51158,9
802,974,51159,34
974,802,51160,34
802,992,51161,38
992,802,51162,38
802,1080,51163,42
1080,802,51164,42
802,1350,51165,32
1350,802,51166,32
802,1442,51167,25
1442,802,51168,25
802,1504,51169,43
1504,802,51170,43
802,1727,51171,50
1727,802,51172,50
802,1807,51173,28
1807,802,51174,28
802,1835,51175,38
1835,802,51176,38
802,2232,51177,31
2232,802,51178,31
802,3167,51179,3
3167,802,51180,3
802,3260,51181,35
3260,802,51182,35
802,3263,51183,25
3263,802,51184,25
802,3794,51185,29
3794,802,51186,29
802,5195,51187,41
5195,802,51188,41
802,6573,51189,12
6573,802,51190,12
802,7922,51191,39
7922,802,51192,39
803,1044,51193,9
1044,803,51194,9
803,1110,51195,50
1110,803,51196,50
803,1191,51197,2
1191,803,51198,2
803,1405,51199,2
1405,803,51200,2
803,1511,51201,28
1511,803,51202,28
803,2084,51203,46
2084,803,51204,46
803,2099,51205,11
2099,803,51206,11
803,3493,51207,6
3493,803,51208,6
803,4305,51209,6
4305,803,51210,6
803,5334,51211,15
5334,803,51212,15
803,5358,51213,23
5358,803,51214,23
803,5758,51215,8
5758,803,51216,8
803,5945,51217,12
5945,803,51218,12
803,6664,51219,33
6664,803,51220,33
803,7149,51221,23
7149,803,51222,23
803,7254,51223,47
7254,803,51224,47
803,7586,51225,23
7586,803,51226,23
804,1274,51227,40
1274,804,51228,40
804,1333,51229,11
1333,804,51230,11
804,1886,51231,37
1886,804,51232,37
804,2063,51233,20
2063,804,51234,20
804,2240,51235,1
2240,804,51236,1
804,2256,51237,30
2256,804,51238,30
804,2459,51239,27
2459,804,51240,27
804,2797,51241,24
2797,804,51242,24
804,3118,51243,31
3118,804,51244,31
804,3652,51245,45
3652,804,51246,45
804,5811,51247,41
5811,804,51248,41
804,6373,51249,6
6373,804,51250,6
805,829,51251,21
829,805,51252,21
805,850,51253,29
850,805,51254,29
805,852,51255,13
852,805,51256,13
805,890,51257,42
890,805,51258,42
805,955,51259,20
955,805,51260,20
805,1144,51261,17
1144,805,51262,17
805,1332,51263,39
1332,805,51264,39
805,1460,51265,35
1460,805,51266,35
805,1461,51267,15
1461,805,51268,15
805,1936,51269,38
1936,805,51270,38
805,2059,51271,3
2059,805,51272,3
805,2083,51273,48
2083,805,51274,48
805,2205,51275,25
2205,805,51276,25
805,2241,51277,9
2241,805,51278,9
805,2443,51279,28
2443,805,51280,28
805,2672,51281,9
2672,805,51282,9
805,2825,51283,41
2825,805,51284,41
805,2925,51285,26
2925,805,51286,26
805,3043,51287,46
